log_id,timestamp_seconds,frame_number,student_id,behaviour_name,confidence,risk_score,risk_label,phone_detected,body_rotation,head_yaw,head_pitch,explanation,created_at
615,2.467,74,2,Head Turning,1.0,66.25,High,0,96.0113,171.0272,53.898,Score increased by 3.48 points due to 'Communication Gestures' (confidence: 0.78) with 8x repetition bonus and temporal duration weight x1.2 → Risk Level: High,2026-07-26 00:41:45
616,2.467,74,2,Body Rotation,1.0,66.25,High,0,96.0113,171.0272,53.898,Score increased by 3.48 points due to 'Communication Gestures' (confidence: 0.78) with 8x repetition bonus and temporal duration weight x1.2 → Risk Level: High,2026-07-26 00:41:45
617,2.467,74,2,Hand Movement,1.0,66.25,High,0,96.0113,171.0272,53.898,Score increased by 3.48 points due to 'Communication Gestures' (confidence: 0.78) with 8x repetition bonus and temporal duration weight x1.2 → Risk Level: High,2026-07-26 00:41:45
618,2.467,74,2,Suspicious Leaning,1.0,66.25,High,0,96.0113,171.0272,53.898,Score increased by 3.48 points due to 'Communication Gestures' (confidence: 0.78) with 8x repetition bonus and temporal duration weight x1.2 → Risk Level: High,2026-07-26 00:41:45
619,2.467,74,2,Communication Gestures,0.78,66.25,High,0,96.0113,171.0272,53.898,Score increased by 3.48 points due to 'Communication Gestures' (confidence: 0.78) with 8x repetition bonus and temporal duration weight x1.2 → Risk Level: High,2026-07-26 00:41:45
620,2.467,74,3,Head Turning,1.0,100.0,Critical,0,-133.5932,65.6679,15.9053,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 29x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
621,2.467,74,3,Repeated Side Glances,0.8,100.0,Critical,0,-133.5932,65.6679,15.9053,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 29x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
622,2.467,74,3,Body Rotation,1.0,100.0,Critical,0,-133.5932,65.6679,15.9053,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 29x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
623,2.467,74,3,Hand Movement,1.0,100.0,Critical,0,-133.5932,65.6679,15.9053,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 29x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
624,2.467,74,3,Suspicious Leaning,0.8734,100.0,Critical,0,-133.5932,65.6679,15.9053,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 29x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
625,2.467,74,3,Communication Gestures,0.78,100.0,Critical,0,-133.5932,65.6679,15.9053,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 29x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
626,2.467,74,4,Repeated Side Glances,0.6,100.0,Critical,0,-78.2848,13.5302,15.0747,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 29x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
627,2.467,74,4,Body Rotation,1.0,100.0,Critical,0,-78.2848,13.5302,15.0747,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 29x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
628,2.467,74,4,Hand Movement,1.0,100.0,Critical,0,-78.2848,13.5302,15.0747,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 29x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
629,2.467,74,4,Communication Gestures,0.78,100.0,Critical,0,-78.2848,13.5302,15.0747,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 29x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
630,2.467,74,12,Head Turning,1.0,81.66,Critical,0,-178.179,177.8966,78.8614,Score increased by 4.16 points due to 'Communication Gestures' (confidence: 0.78) with 10x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
631,2.467,74,12,Body Rotation,1.0,81.66,Critical,0,-178.179,177.8966,78.8614,Score increased by 4.16 points due to 'Communication Gestures' (confidence: 0.78) with 10x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
632,2.467,74,12,Hand Movement,1.0,81.66,Critical,0,-178.179,177.8966,78.8614,Score increased by 4.16 points due to 'Communication Gestures' (confidence: 0.78) with 10x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
633,2.467,74,12,Suspicious Leaning,0.768,81.66,Critical,0,-178.179,177.8966,78.8614,Score increased by 4.16 points due to 'Communication Gestures' (confidence: 0.78) with 10x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
634,2.467,74,12,Communication Gestures,0.78,81.66,Critical,0,-178.179,177.8966,78.8614,Score increased by 4.16 points due to 'Communication Gestures' (confidence: 0.78) with 10x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
635,2.5,75,1,Body Rotation,0.5173,100.0,Critical,0,-20.6918,4.259,17.5307,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 55x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
636,2.5,75,1,Hand Movement,0.6319,100.0,Critical,0,-20.6918,4.259,17.5307,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 55x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
637,2.5,75,1,Suspicious Leaning,0.7455,100.0,Critical,0,-20.6918,4.259,17.5307,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 55x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
638,2.5,75,1,Communication Gestures,0.78,100.0,Critical,0,-20.6918,4.259,17.5307,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 55x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
639,2.5,75,3,Head Turning,1.0,100.0,Critical,0,-131.2232,74.79,36.4634,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 30x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
640,2.5,75,3,Repeated Side Glances,0.8,100.0,Critical,0,-131.2232,74.79,36.4634,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 30x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
641,2.5,75,3,Body Rotation,1.0,100.0,Critical,0,-131.2232,74.79,36.4634,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 30x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
642,2.5,75,3,Hand Movement,1.0,100.0,Critical,0,-131.2232,74.79,36.4634,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 30x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
643,2.5,75,3,Suspicious Leaning,0.6951,100.0,Critical,0,-131.2232,74.79,36.4634,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 30x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
644,2.5,75,3,Communication Gestures,0.78,100.0,Critical,0,-131.2232,74.79,36.4634,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 30x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
645,2.5,75,4,Repeated Side Glances,0.6,100.0,Critical,0,-78.0089,17.4234,16.4688,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 30x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
646,2.5,75,4,Body Rotation,1.0,100.0,Critical,0,-78.0089,17.4234,16.4688,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 30x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
647,2.5,75,4,Hand Movement,1.0,100.0,Critical,0,-78.0089,17.4234,16.4688,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 30x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
648,2.5,75,4,Communication Gestures,0.78,100.0,Critical,0,-78.0089,17.4234,16.4688,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 30x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
649,2.533,76,1,Suspicious Leaning,0.6867,100.0,Critical,0,-12.9838,5.7366,13.6224,Score increased by 0.05 points due to 'Suspicious Leaning' (confidence: 0.69) with 42x repetition bonus and temporal duration weight x1.0 → Risk Level: Critical,2026-07-26 00:41:45
650,2.533,76,3,Head Turning,1.0,100.0,Critical,0,-142.3683,129.8322,65.8874,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 31x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
651,2.533,76,3,Repeated Side Glances,0.8,100.0,Critical,0,-142.3683,129.8322,65.8874,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 31x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
652,2.533,76,3,Body Rotation,1.0,100.0,Critical,0,-142.3683,129.8322,65.8874,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 31x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
653,2.533,76,3,Hand Movement,0.6266,100.0,Critical,0,-142.3683,129.8322,65.8874,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 31x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
654,2.533,76,3,Suspicious Leaning,0.7102,100.0,Critical,0,-142.3683,129.8322,65.8874,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 31x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
655,2.533,76,3,Communication Gestures,0.78,100.0,Critical,0,-142.3683,129.8322,65.8874,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 31x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
656,2.533,76,4,Head Turning,0.7185,100.0,Critical,0,-84.905,35.9238,23.3671,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 31x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
657,2.533,76,4,Repeated Side Glances,0.6,100.0,Critical,0,-84.905,35.9238,23.3671,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 31x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
658,2.533,76,4,Body Rotation,1.0,100.0,Critical,0,-84.905,35.9238,23.3671,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 31x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
659,2.533,76,4,Hand Movement,1.0,100.0,Critical,0,-84.905,35.9238,23.3671,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 31x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
660,2.533,76,4,Communication Gestures,0.78,100.0,Critical,0,-84.905,35.9238,23.3671,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 31x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
661,2.567,77,1,Hand Movement,1.0,100.0,Critical,0,-11.5391,4.488,15.5699,Score decreased by 0.00 points due to 'Suspicious Leaning' (confidence: 0.67) with 43x repetition bonus and temporal duration weight x1.0 → Risk Level: Critical,2026-07-26 00:41:45
662,2.567,77,1,Suspicious Leaning,0.6694,100.0,Critical,0,-11.5391,4.488,15.5699,Score decreased by 0.00 points due to 'Suspicious Leaning' (confidence: 0.67) with 43x repetition bonus and temporal duration weight x1.0 → Risk Level: Critical,2026-07-26 00:41:45
663,2.567,77,3,Head Turning,1.0,100.0,Critical,0,-123.0509,71.5536,24.3605,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 32x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
664,2.567,77,3,Repeated Side Glances,0.8,100.0,Critical,0,-123.0509,71.5536,24.3605,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 32x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
665,2.567,77,3,Body Rotation,1.0,100.0,Critical,0,-123.0509,71.5536,24.3605,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 32x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
666,2.567,77,3,Hand Movement,1.0,100.0,Critical,0,-123.0509,71.5536,24.3605,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 32x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
667,2.567,77,3,Suspicious Leaning,0.7768,100.0,Critical,0,-123.0509,71.5536,24.3605,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 32x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
668,2.567,77,3,Communication Gestures,0.78,100.0,Critical,0,-123.0509,71.5536,24.3605,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 32x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
669,2.567,77,4,Head Turning,1.0,100.0,Critical,0,-91.1982,57.6839,11.344,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 32x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
670,2.567,77,4,Repeated Side Glances,0.6,100.0,Critical,0,-91.1982,57.6839,11.344,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 32x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
671,2.567,77,4,Body Rotation,1.0,100.0,Critical,0,-91.1982,57.6839,11.344,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 32x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
672,2.567,77,4,Hand Movement,1.0,100.0,Critical,0,-91.1982,57.6839,11.344,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 32x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
673,2.567,77,4,Communication Gestures,0.78,100.0,Critical,0,-91.1982,57.6839,11.344,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 32x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
674,2.6,78,1,Body Rotation,0.6033,100.0,Critical,0,-24.1324,3.8934,19.2951,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 56x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
675,2.6,78,1,Hand Movement,0.8736,100.0,Critical,0,-24.1324,3.8934,19.2951,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 56x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
676,2.6,78,1,Suspicious Leaning,0.6168,100.0,Critical,0,-24.1324,3.8934,19.2951,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 56x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
677,2.6,78,1,Communication Gestures,0.78,100.0,Critical,0,-24.1324,3.8934,19.2951,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 56x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
678,2.6,78,3,Head Turning,0.7236,100.0,Critical,0,-102.8365,36.182,19.948,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 33x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
679,2.6,78,3,Repeated Side Glances,0.8,100.0,Critical,0,-102.8365,36.182,19.948,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 33x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
680,2.6,78,3,Body Rotation,1.0,100.0,Critical,0,-102.8365,36.182,19.948,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 33x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
681,2.6,78,3,Hand Movement,1.0,100.0,Critical,0,-102.8365,36.182,19.948,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 33x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
682,2.6,78,3,Suspicious Leaning,0.9354,100.0,Critical,0,-102.8365,36.182,19.948,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 33x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
683,2.6,78,3,Communication Gestures,0.78,100.0,Critical,0,-102.8365,36.182,19.948,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 33x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
684,2.6,78,4,Head Turning,1.0,100.0,Critical,0,-91.0779,51.9666,27.296,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 33x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
685,2.6,78,4,Repeated Side Glances,0.6,100.0,Critical,0,-91.0779,51.9666,27.296,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 33x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
686,2.6,78,4,Body Rotation,1.0,100.0,Critical,0,-91.0779,51.9666,27.296,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 33x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
687,2.6,78,4,Hand Movement,1.0,100.0,Critical,0,-91.0779,51.9666,27.296,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 33x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
688,2.6,78,4,Communication Gestures,0.78,100.0,Critical,0,-91.0779,51.9666,27.296,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 33x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
689,2.633,79,1,Head Turning,1.0,100.0,Critical,0,-159.822,165.4377,66.1389,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 57x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
690,2.633,79,1,Body Rotation,1.0,100.0,Critical,0,-159.822,165.4377,66.1389,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 57x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
691,2.633,79,1,Hand Movement,1.0,100.0,Critical,0,-159.822,165.4377,66.1389,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 57x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
692,2.633,79,1,Suspicious Leaning,0.7481,100.0,Critical,0,-159.822,165.4377,66.1389,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 57x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
693,2.633,79,1,Communication Gestures,0.78,100.0,Critical,0,-159.822,165.4377,66.1389,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 57x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
694,2.633,79,3,Head Turning,0.6888,100.0,Critical,0,-84.1507,34.4387,13.0765,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 34x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
695,2.633,79,3,Repeated Side Glances,0.8,100.0,Critical,0,-84.1507,34.4387,13.0765,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 34x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
696,2.633,79,3,Body Rotation,1.0,100.0,Critical,0,-84.1507,34.4387,13.0765,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 34x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
697,2.633,79,3,Hand Movement,1.0,100.0,Critical,0,-84.1507,34.4387,13.0765,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 34x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
698,2.633,79,3,Suspicious Leaning,0.8683,100.0,Critical,0,-84.1507,34.4387,13.0765,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 34x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
699,2.633,79,3,Communication Gestures,0.78,100.0,Critical,0,-84.1507,34.4387,13.0765,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 34x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
700,2.667,80,1,Head Turning,1.0,100.0,Critical,0,-151.6754,123.225,46.5906,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 58x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
701,2.667,80,1,Body Rotation,1.0,100.0,Critical,0,-151.6754,123.225,46.5906,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 58x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
702,2.667,80,1,Hand Movement,1.0,100.0,Critical,0,-151.6754,123.225,46.5906,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 58x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
703,2.667,80,1,Suspicious Leaning,0.7271,100.0,Critical,0,-151.6754,123.225,46.5906,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 58x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
704,2.667,80,1,Communication Gestures,0.78,100.0,Critical,0,-151.6754,123.225,46.5906,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 58x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
705,2.667,80,3,Head Turning,0.9802,100.0,Critical,0,-117.3467,49.0076,15.4017,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 35x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
706,2.667,80,3,Repeated Side Glances,0.8,100.0,Critical,0,-117.3467,49.0076,15.4017,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 35x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
707,2.667,80,3,Body Rotation,1.0,100.0,Critical,0,-117.3467,49.0076,15.4017,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 35x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
708,2.667,80,3,Hand Movement,1.0,100.0,Critical,0,-117.3467,49.0076,15.4017,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 35x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
709,2.667,80,3,Suspicious Leaning,0.99,100.0,Critical,0,-117.3467,49.0076,15.4017,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 35x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
710,2.667,80,3,Communication Gestures,0.78,100.0,Critical,0,-117.3467,49.0076,15.4017,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 35x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
711,2.667,80,4,Head Turning,1.0,100.0,Critical,0,-93.4111,52.0651,18.5653,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 34x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
712,2.667,80,4,Repeated Side Glances,0.6,100.0,Critical,0,-93.4111,52.0651,18.5653,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 34x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
713,2.667,80,4,Body Rotation,1.0,100.0,Critical,0,-93.4111,52.0651,18.5653,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 34x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
714,2.667,80,4,Hand Movement,1.0,100.0,Critical,0,-93.4111,52.0651,18.5653,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 34x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
715,2.667,80,4,Communication Gestures,0.78,100.0,Critical,0,-93.4111,52.0651,18.5653,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 34x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
716,2.7,81,1,Head Turning,1.0,100.0,Critical,0,-156.3349,79.22,37.1672,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 59x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
717,2.7,81,1,Body Rotation,1.0,100.0,Critical,0,-156.3349,79.22,37.1672,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 59x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
718,2.7,81,1,Hand Movement,1.0,100.0,Critical,0,-156.3349,79.22,37.1672,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 59x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
719,2.7,81,1,Suspicious Leaning,0.8747,100.0,Critical,0,-156.3349,79.22,37.1672,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 59x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
720,2.7,81,1,Communication Gestures,0.78,100.0,Critical,0,-156.3349,79.22,37.1672,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 59x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
721,2.7,81,3,Head Turning,1.0,100.0,Critical,0,-122.8298,109.4016,38.8546,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 36x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
722,2.7,81,3,Repeated Side Glances,0.8,100.0,Critical,0,-122.8298,109.4016,38.8546,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 36x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
