log_id,timestamp_seconds,frame_number,student_id,behaviour_name,confidence,risk_score,risk_label,phone_detected,body_rotation,head_yaw,head_pitch,explanation,created_at
1,0.0,0,1,Body Rotation,1.0,0.7,Safe,0,-43.3522,9.0754,16.6631,Score increased by 0.70 points due to 'Body Rotation' (confidence: 1.00) and temporal duration weight x1.0 → Risk Level: Safe,2026-07-26 00:41:45
2,0.033,1,1,Body Rotation,0.7844,2.99,Safe,0,-31.3761,6.4578,16.2496,Score increased by 1.12 points due to 'Communication Gestures' (confidence: 0.78) and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
3,0.033,1,1,Hand Movement,1.0,2.99,Safe,0,-31.3761,6.4578,16.2496,Score increased by 1.12 points due to 'Communication Gestures' (confidence: 0.78) and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
4,0.033,1,1,Communication Gestures,0.78,2.99,Safe,0,-31.3761,6.4578,16.2496,Score increased by 1.12 points due to 'Communication Gestures' (confidence: 0.78) and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
5,0.067,2,1,Body Rotation,0.6311,5.75,Safe,0,-25.2423,5.7686,10.5004,Score increased by 1.46 points due to 'Communication Gestures' (confidence: 0.78) with 2x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
6,0.067,2,1,Hand Movement,1.0,5.75,Safe,0,-25.2423,5.7686,10.5004,Score increased by 1.46 points due to 'Communication Gestures' (confidence: 0.78) with 2x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
7,0.067,2,1,Communication Gestures,0.78,5.75,Safe,0,-25.2423,5.7686,10.5004,Score increased by 1.46 points due to 'Communication Gestures' (confidence: 0.78) with 2x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
8,0.1,3,1,Body Rotation,0.6465,9.16,Safe,0,-25.8607,5.8609,12.8443,Score increased by 1.80 points due to 'Communication Gestures' (confidence: 0.78) with 3x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
9,0.1,3,1,Hand Movement,1.0,9.16,Safe,0,-25.8607,5.8609,12.8443,Score increased by 1.80 points due to 'Communication Gestures' (confidence: 0.78) with 3x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
10,0.1,3,1,Communication Gestures,0.78,9.16,Safe,0,-25.8607,5.8609,12.8443,Score increased by 1.80 points due to 'Communication Gestures' (confidence: 0.78) with 3x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
11,0.133,4,1,Body Rotation,0.7234,13.66,Safe,0,-28.935,6.5461,17.8269,Score increased by 2.13 points due to 'Communication Gestures' (confidence: 0.78) with 4x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
12,0.133,4,1,Hand Movement,1.0,13.66,Safe,0,-28.935,6.5461,17.8269,Score increased by 2.13 points due to 'Communication Gestures' (confidence: 0.78) with 4x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
13,0.133,4,1,Suspicious Leaning,0.5875,13.66,Safe,0,-28.935,6.5461,17.8269,Score increased by 2.13 points due to 'Communication Gestures' (confidence: 0.78) with 4x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
14,0.133,4,1,Communication Gestures,0.78,13.66,Safe,0,-28.935,6.5461,17.8269,Score increased by 2.13 points due to 'Communication Gestures' (confidence: 0.78) with 4x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
15,0.167,5,1,Hand Movement,1.0,14.71,Safe,0,-14.7687,5.0786,14.8452,Score increased by 1.10 points due to 'Hand Movement' (confidence: 1.00) with 5x repetition bonus and temporal duration weight x1.0 → Risk Level: Safe,2026-07-26 00:41:45
16,0.2,6,1,Body Rotation,0.545,19.34,Safe,0,-21.7997,4.7876,14.4183,Score increased by 2.47 points due to 'Communication Gestures' (confidence: 0.78) with 5x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
17,0.2,6,1,Hand Movement,1.0,19.34,Safe,0,-21.7997,4.7876,14.4183,Score increased by 2.47 points due to 'Communication Gestures' (confidence: 0.78) with 5x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
18,0.2,6,1,Communication Gestures,0.78,19.34,Safe,0,-21.7997,4.7876,14.4183,Score increased by 2.47 points due to 'Communication Gestures' (confidence: 0.78) with 5x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
19,0.233,7,1,Body Rotation,0.6767,23.42,Low,0,-27.0699,4.6706,12.3088,Score increased by 2.81 points due to 'Communication Gestures' (confidence: 0.78) with 6x repetition bonus and temporal duration weight x1.2 → Risk Level: Low,2026-07-26 00:41:45
20,0.233,7,1,Communication Gestures,0.78,23.42,Low,0,-27.0699,4.6706,12.3088,Score increased by 2.81 points due to 'Communication Gestures' (confidence: 0.78) with 6x repetition bonus and temporal duration weight x1.2 → Risk Level: Low,2026-07-26 00:41:45
21,0.233,7,3,Head Turning,0.532,1.77,Safe,0,-116.8828,26.5978,18.8915,Score increased by 0.60 points due to 'Suspicious Leaning' (confidence: 1.00) and temporal duration weight x1.0 → Risk Level: Safe,2026-07-26 00:41:45
22,0.233,7,3,Body Rotation,1.0,1.77,Safe,0,-116.8828,26.5978,18.8915,Score increased by 0.60 points due to 'Suspicious Leaning' (confidence: 1.00) and temporal duration weight x1.0 → Risk Level: Safe,2026-07-26 00:41:45
23,0.233,7,3,Suspicious Leaning,1.0,1.77,Safe,0,-116.8828,26.5978,18.8915,Score increased by 0.60 points due to 'Suspicious Leaning' (confidence: 1.00) and temporal duration weight x1.0 → Risk Level: Safe,2026-07-26 00:41:45
24,0.233,7,7,Head Turning,1.0,1.58,Safe,0,115.117,-175.4342,137.1396,Score increased by 0.70 points due to 'Body Rotation' (confidence: 1.00) and temporal duration weight x1.0 → Risk Level: Safe,2026-07-26 00:41:45
25,0.233,7,7,Body Rotation,1.0,1.58,Safe,0,115.117,-175.4342,137.1396,Score increased by 0.70 points due to 'Body Rotation' (confidence: 1.00) and temporal duration weight x1.0 → Risk Level: Safe,2026-07-26 00:41:45
26,0.267,8,1,Hand Movement,1.0,24.77,Low,0,-11.5995,3.4568,10.6658,Score increased by 1.40 points due to 'Hand Movement' (confidence: 1.00) with 7x repetition bonus and temporal duration weight x1.0 → Risk Level: Low,2026-07-26 00:41:45
27,0.267,8,7,Head Turning,1.0,4.71,Safe,0,116.698,-173.9592,134.5388,Score increased by 1.12 points due to 'Communication Gestures' (confidence: 0.78) and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
28,0.267,8,7,Body Rotation,1.0,4.71,Safe,0,116.698,-173.9592,134.5388,Score increased by 1.12 points due to 'Communication Gestures' (confidence: 0.78) and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
29,0.267,8,7,Communication Gestures,0.78,4.71,Safe,0,116.698,-173.9592,134.5388,Score increased by 1.12 points due to 'Communication Gestures' (confidence: 0.78) and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
30,0.3,9,1,Hand Movement,1.0,29.42,Low,0,-15.7286,2.1086,9.8281,Score increased by 3.14 points due to 'Communication Gestures' (confidence: 0.78) with 7x repetition bonus and temporal duration weight x1.2 → Risk Level: Low,2026-07-26 00:41:45
31,0.3,9,1,Communication Gestures,0.78,29.42,Low,0,-15.7286,2.1086,9.8281,Score increased by 3.14 points due to 'Communication Gestures' (confidence: 0.78) with 7x repetition bonus and temporal duration weight x1.2 → Risk Level: Low,2026-07-26 00:41:45
32,0.333,10,1,Head Turning,0.534,37.19,Low,0,-90.1109,26.6976,38.2396,Score increased by 3.48 points due to 'Communication Gestures' (confidence: 0.78) with 8x repetition bonus and temporal duration weight x1.2 → Risk Level: Low,2026-07-26 00:41:45
33,0.333,10,1,Body Rotation,1.0,37.19,Low,0,-90.1109,26.6976,38.2396,Score increased by 3.48 points due to 'Communication Gestures' (confidence: 0.78) with 8x repetition bonus and temporal duration weight x1.2 → Risk Level: Low,2026-07-26 00:41:45
34,0.333,10,1,Hand Movement,1.0,37.19,Low,0,-90.1109,26.6976,38.2396,Score increased by 3.48 points due to 'Communication Gestures' (confidence: 0.78) with 8x repetition bonus and temporal duration weight x1.2 → Risk Level: Low,2026-07-26 00:41:45
35,0.333,10,1,Communication Gestures,0.78,37.19,Low,0,-90.1109,26.6976,38.2396,Score increased by 3.48 points due to 'Communication Gestures' (confidence: 0.78) with 8x repetition bonus and temporal duration weight x1.2 → Risk Level: Low,2026-07-26 00:41:45
36,0.333,10,3,Body Rotation,1.0,4.15,Safe,0,153.4107,21.036,20.6308,Score increased by 1.12 points due to 'Communication Gestures' (confidence: 0.78) and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
37,0.333,10,3,Hand Movement,1.0,4.15,Safe,0,153.4107,21.036,20.6308,Score increased by 1.12 points due to 'Communication Gestures' (confidence: 0.78) and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
38,0.333,10,3,Communication Gestures,0.78,4.15,Safe,0,153.4107,21.036,20.6308,Score increased by 1.12 points due to 'Communication Gestures' (confidence: 0.78) and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
39,0.333,10,7,Head Turning,1.0,9.1,Safe,0,125.2888,-171.7907,85.718,Score increased by 1.46 points due to 'Communication Gestures' (confidence: 0.78) with 2x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
40,0.333,10,7,Body Rotation,1.0,9.1,Safe,0,125.2888,-171.7907,85.718,Score increased by 1.46 points due to 'Communication Gestures' (confidence: 0.78) with 2x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
41,0.333,10,7,Hand Movement,1.0,9.1,Safe,0,125.2888,-171.7907,85.718,Score increased by 1.46 points due to 'Communication Gestures' (confidence: 0.78) with 2x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
42,0.333,10,7,Communication Gestures,0.78,9.1,Safe,0,125.2888,-171.7907,85.718,Score increased by 1.46 points due to 'Communication Gestures' (confidence: 0.78) with 2x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
43,0.367,11,1,Hand Movement,1.0,38.99,Low,0,-9.3007,3.605,11.2852,Score increased by 1.85 points due to 'Hand Movement' (confidence: 1.00) with 10x repetition bonus and temporal duration weight x1.0 → Risk Level: Low,2026-07-26 00:41:45
44,0.367,11,3,Body Rotation,1.0,7.33,Safe,0,57.2044,5.581,34.4117,Score increased by 1.46 points due to 'Communication Gestures' (confidence: 0.78) with 2x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
45,0.367,11,3,Hand Movement,1.0,7.33,Safe,0,57.2044,5.581,34.4117,Score increased by 1.46 points due to 'Communication Gestures' (confidence: 0.78) with 2x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
46,0.367,11,3,Communication Gestures,0.78,7.33,Safe,0,57.2044,5.581,34.4117,Score increased by 1.46 points due to 'Communication Gestures' (confidence: 0.78) with 2x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
47,0.4,12,1,Body Rotation,0.5276,46.01,Medium,0,-21.1041,2.1724,22.7932,Score increased by 3.82 points due to 'Communication Gestures' (confidence: 0.78) with 9x repetition bonus and temporal duration weight x1.2 → Risk Level: Medium,2026-07-26 00:41:45
48,0.4,12,1,Hand Movement,1.0,46.01,Medium,0,-21.1041,2.1724,22.7932,Score increased by 3.82 points due to 'Communication Gestures' (confidence: 0.78) with 9x repetition bonus and temporal duration weight x1.2 → Risk Level: Medium,2026-07-26 00:41:45
49,0.4,12,1,Communication Gestures,0.78,46.01,Medium,0,-21.1041,2.1724,22.7932,Score increased by 3.82 points due to 'Communication Gestures' (confidence: 0.78) with 9x repetition bonus and temporal duration weight x1.2 → Risk Level: Medium,2026-07-26 00:41:45
50,0.4,12,3,Head Turning,1.0,12.91,Safe,0,118.8949,170.4713,175.7719,Score increased by 1.80 points due to 'Communication Gestures' (confidence: 0.78) with 3x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
51,0.4,12,3,Body Rotation,1.0,12.91,Safe,0,118.8949,170.4713,175.7719,Score increased by 1.80 points due to 'Communication Gestures' (confidence: 0.78) with 3x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
52,0.4,12,3,Hand Movement,1.0,12.91,Safe,0,118.8949,170.4713,175.7719,Score increased by 1.80 points due to 'Communication Gestures' (confidence: 0.78) with 3x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
53,0.4,12,3,Suspicious Leaning,0.7145,12.91,Safe,0,118.8949,170.4713,175.7719,Score increased by 1.80 points due to 'Communication Gestures' (confidence: 0.78) with 3x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
54,0.4,12,3,Communication Gestures,0.78,12.91,Safe,0,118.8949,170.4713,175.7719,Score increased by 1.80 points due to 'Communication Gestures' (confidence: 0.78) with 3x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
55,0.433,13,1,Head Turning,1.0,56.0,Medium,0,161.2895,172.6932,40.8647,Score increased by 4.16 points due to 'Communication Gestures' (confidence: 0.78) with 10x repetition bonus and temporal duration weight x1.2 → Risk Level: Medium,2026-07-26 00:41:45
56,0.433,13,1,Body Rotation,1.0,56.0,Medium,0,161.2895,172.6932,40.8647,Score increased by 4.16 points due to 'Communication Gestures' (confidence: 0.78) with 10x repetition bonus and temporal duration weight x1.2 → Risk Level: Medium,2026-07-26 00:41:45
57,0.433,13,1,Hand Movement,1.0,56.0,Medium,0,161.2895,172.6932,40.8647,Score increased by 4.16 points due to 'Communication Gestures' (confidence: 0.78) with 10x repetition bonus and temporal duration weight x1.2 → Risk Level: Medium,2026-07-26 00:41:45
58,0.433,13,1,Communication Gestures,0.78,56.0,Medium,0,161.2895,172.6932,40.8647,Score increased by 4.16 points due to 'Communication Gestures' (confidence: 0.78) with 10x repetition bonus and temporal duration weight x1.2 → Risk Level: Medium,2026-07-26 00:41:45
59,0.433,13,3,Body Rotation,1.0,18.25,Safe,0,-47.1362,6.8505,4.1757,Score increased by 2.13 points due to 'Communication Gestures' (confidence: 0.78) with 4x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
60,0.433,13,3,Hand Movement,1.0,18.25,Safe,0,-47.1362,6.8505,4.1757,Score increased by 2.13 points due to 'Communication Gestures' (confidence: 0.78) with 4x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
61,0.433,13,3,Suspicious Leaning,0.7992,18.25,Safe,0,-47.1362,6.8505,4.1757,Score increased by 2.13 points due to 'Communication Gestures' (confidence: 0.78) with 4x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
62,0.433,13,3,Communication Gestures,0.78,18.25,Safe,0,-47.1362,6.8505,4.1757,Score increased by 2.13 points due to 'Communication Gestures' (confidence: 0.78) with 4x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
63,0.467,14,1,Hand Movement,1.0,58.68,Medium,0,-7.3733,2.9983,10.9118,Score increased by 0.42 points due to 'Suspicious Leaning' (confidence: 0.54) with 2x repetition bonus and temporal duration weight x1.0 → Risk Level: Medium,2026-07-26 00:41:45
64,0.467,14,1,Suspicious Leaning,0.5427,58.68,Medium,0,-7.3733,2.9983,10.9118,Score increased by 0.42 points due to 'Suspicious Leaning' (confidence: 0.54) with 2x repetition bonus and temporal duration weight x1.0 → Risk Level: Medium,2026-07-26 00:41:45
65,0.467,14,3,Head Turning,1.0,24.93,Low,0,171.3234,59.5879,19.247,Score increased by 2.47 points due to 'Communication Gestures' (confidence: 0.78) with 5x repetition bonus and temporal duration weight x1.2 → Risk Level: Low,2026-07-26 00:41:45
66,0.467,14,3,Body Rotation,1.0,24.93,Low,0,171.3234,59.5879,19.247,Score increased by 2.47 points due to 'Communication Gestures' (confidence: 0.78) with 5x repetition bonus and temporal duration weight x1.2 → Risk Level: Low,2026-07-26 00:41:45
67,0.467,14,3,Hand Movement,1.0,24.93,Low,0,171.3234,59.5879,19.247,Score increased by 2.47 points due to 'Communication Gestures' (confidence: 0.78) with 5x repetition bonus and temporal duration weight x1.2 → Risk Level: Low,2026-07-26 00:41:45
68,0.467,14,3,Communication Gestures,0.78,24.93,Low,0,171.3234,59.5879,19.247,Score increased by 2.47 points due to 'Communication Gestures' (confidence: 0.78) with 5x repetition bonus and temporal duration weight x1.2 → Risk Level: Low,2026-07-26 00:41:45
69,0.5,15,1,Hand Movement,0.7462,61.13,High,0,-13.1846,4.378,12.6536,Score increased by 0.68 points due to 'Suspicious Leaning' (confidence: 0.70) with 3x repetition bonus and temporal duration weight x1.0 → Risk Level: High,2026-07-26 00:41:45
70,0.5,15,1,Suspicious Leaning,0.7035,61.13,High,0,-13.1846,4.378,12.6536,Score increased by 0.68 points due to 'Suspicious Leaning' (confidence: 0.70) with 3x repetition bonus and temporal duration weight x1.0 → Risk Level: High,2026-07-26 00:41:45
71,0.5,15,3,Hand Movement,1.0,27.11,Low,0,-4.1488,6.474,3.1163,Score increased by 0.98 points due to 'Suspicious Leaning' (confidence: 0.86) with 4x repetition bonus and temporal duration weight x1.0 → Risk Level: Low,2026-07-26 00:41:45
72,0.5,15,3,Suspicious Leaning,0.8625,27.11,Low,0,-4.1488,6.474,3.1163,Score increased by 0.98 points due to 'Suspicious Leaning' (confidence: 0.86) with 4x repetition bonus and temporal duration weight x1.0 → Risk Level: Low,2026-07-26 00:41:45
73,0.533,16,1,Body Rotation,0.5097,70.47,High,0,-20.3863,11.162,20.6326,Score increased by 4.49 points due to 'Communication Gestures' (confidence: 0.78) with 11x repetition bonus and temporal duration weight x1.2 → Risk Level: High,2026-07-26 00:41:45
74,0.533,16,1,Hand Movement,1.0,70.47,High,0,-20.3863,11.162,20.6326,Score increased by 4.49 points due to 'Communication Gestures' (confidence: 0.78) with 11x repetition bonus and temporal duration weight x1.2 → Risk Level: High,2026-07-26 00:41:45
75,0.533,16,1,Suspicious Leaning,0.7622,70.47,High,0,-20.3863,11.162,20.6326,Score increased by 4.49 points due to 'Communication Gestures' (confidence: 0.78) with 11x repetition bonus and temporal duration weight x1.2 → Risk Level: High,2026-07-26 00:41:45
76,0.533,16,1,Communication Gestures,0.78,70.47,High,0,-20.3863,11.162,20.6326,Score increased by 4.49 points due to 'Communication Gestures' (confidence: 0.78) with 11x repetition bonus and temporal duration weight x1.2 → Risk Level: High,2026-07-26 00:41:45
77,0.533,16,3,Body Rotation,1.0,34.08,Low,0,-85.8776,22.9842,14.371,Score increased by 2.81 points due to 'Communication Gestures' (confidence: 0.78) with 6x repetition bonus and temporal duration weight x1.2 → Risk Level: Low,2026-07-26 00:41:45
78,0.533,16,3,Hand Movement,1.0,34.08,Low,0,-85.8776,22.9842,14.371,Score increased by 2.81 points due to 'Communication Gestures' (confidence: 0.78) with 6x repetition bonus and temporal duration weight x1.2 → Risk Level: Low,2026-07-26 00:41:45
79,0.533,16,3,Suspicious Leaning,0.6432,34.08,Low,0,-85.8776,22.9842,14.371,Score increased by 2.81 points due to 'Communication Gestures' (confidence: 0.78) with 6x repetition bonus and temporal duration weight x1.2 → Risk Level: Low,2026-07-26 00:41:45
80,0.533,16,3,Communication Gestures,0.78,34.08,Low,0,-85.8776,22.9842,14.371,Score increased by 2.81 points due to 'Communication Gestures' (confidence: 0.78) with 6x repetition bonus and temporal duration weight x1.2 → Risk Level: Low,2026-07-26 00:41:45
81,0.567,17,1,Body Rotation,1.0,81.01,Critical,0,-94.327,13.9756,26.1512,Score increased by 4.83 points due to 'Communication Gestures' (confidence: 0.78) with 12x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
82,0.567,17,1,Hand Movement,1.0,81.01,Critical,0,-94.327,13.9756,26.1512,Score increased by 4.83 points due to 'Communication Gestures' (confidence: 0.78) with 12x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
83,0.567,17,1,Communication Gestures,0.78,81.01,Critical,0,-94.327,13.9756,26.1512,Score increased by 4.83 points due to 'Communication Gestures' (confidence: 0.78) with 12x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
84,0.567,17,2,Head Turning,1.0,2.18,Safe,0,95.4948,167.1172,-28.6227,Score increased by 0.60 points due to 'Suspicious Leaning' (confidence: 1.00) and temporal duration weight x1.0 → Risk Level: Safe,2026-07-26 00:41:45
85,0.567,17,2,Body Rotation,1.0,2.18,Safe,0,95.4948,167.1172,-28.6227,Score increased by 0.60 points due to 'Suspicious Leaning' (confidence: 1.00) and temporal duration weight x1.0 → Risk Level: Safe,2026-07-26 00:41:45
86,0.567,17,2,Suspicious Leaning,1.0,2.18,Safe,0,95.4948,167.1172,-28.6227,Score increased by 0.60 points due to 'Suspicious Leaning' (confidence: 1.00) and temporal duration weight x1.0 → Risk Level: Safe,2026-07-26 00:41:45
87,0.567,17,3,Body Rotation,0.6252,41.58,Medium,0,-25.0088,5.9585,-1.0315,Score increased by 3.14 points due to 'Communication Gestures' (confidence: 0.78) with 7x repetition bonus and temporal duration weight x1.2 → Risk Level: Medium,2026-07-26 00:41:45
88,0.567,17,3,Hand Movement,1.0,41.58,Medium,0,-25.0088,5.9585,-1.0315,Score increased by 3.14 points due to 'Communication Gestures' (confidence: 0.78) with 7x repetition bonus and temporal duration weight x1.2 → Risk Level: Medium,2026-07-26 00:41:45
89,0.567,17,3,Suspicious Leaning,1.0,41.58,Medium,0,-25.0088,5.9585,-1.0315,Score increased by 3.14 points due to 'Communication Gestures' (confidence: 0.78) with 7x repetition bonus and temporal duration weight x1.2 → Risk Level: Medium,2026-07-26 00:41:45
90,0.567,17,3,Communication Gestures,0.78,41.58,Medium,0,-25.0088,5.9585,-1.0315,Score increased by 3.14 points due to 'Communication Gestures' (confidence: 0.78) with 7x repetition bonus and temporal duration weight x1.2 → Risk Level: Medium,2026-07-26 00:41:45
91,0.6,18,1,Head Turning,1.0,91.69,Critical,0,-167.8825,173.7555,57.4483,Score increased by 5.17 points due to 'Communication Gestures' (confidence: 0.78) with 13x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
92,0.6,18,1,Body Rotation,1.0,91.69,Critical,0,-167.8825,173.7555,57.4483,Score increased by 5.17 points due to 'Communication Gestures' (confidence: 0.78) with 13x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
93,0.6,18,1,Suspicious Leaning,0.7128,91.69,Critical,0,-167.8825,173.7555,57.4483,Score increased by 5.17 points due to 'Communication Gestures' (confidence: 0.78) with 13x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
94,0.6,18,1,Communication Gestures,0.78,91.69,Critical,0,-167.8825,173.7555,57.4483,Score increased by 5.17 points due to 'Communication Gestures' (confidence: 0.78) with 13x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
95,0.6,18,2,Head Turning,1.0,6.59,Safe,0,102.1506,172.6114,34.0453,Score increased by 1.12 points due to 'Communication Gestures' (confidence: 0.78) and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
96,0.6,18,2,Body Rotation,1.0,6.59,Safe,0,102.1506,172.6114,34.0453,Score increased by 1.12 points due to 'Communication Gestures' (confidence: 0.78) and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
97,0.6,18,2,Hand Movement,1.0,6.59,Safe,0,102.1506,172.6114,34.0453,Score increased by 1.12 points due to 'Communication Gestures' (confidence: 0.78) and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
98,0.6,18,2,Suspicious Leaning,1.0,6.59,Safe,0,102.1506,172.6114,34.0453,Score increased by 1.12 points due to 'Communication Gestures' (confidence: 0.78) and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
99,0.6,18,2,Communication Gestures,0.78,6.59,Safe,0,102.1506,172.6114,34.0453,Score increased by 1.12 points due to 'Communication Gestures' (confidence: 0.78) and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
100,0.6,18,3,Body Rotation,1.0,50.77,Medium,0,-81.5107,8.4276,-2.102,Score increased by 3.48 points due to 'Communication Gestures' (confidence: 0.78) with 8x repetition bonus and temporal duration weight x1.2 → Risk Level: Medium,2026-07-26 00:41:45
101,0.6,18,3,Hand Movement,1.0,50.77,Medium,0,-81.5107,8.4276,-2.102,Score increased by 3.48 points due to 'Communication Gestures' (confidence: 0.78) with 8x repetition bonus and temporal duration weight x1.2 → Risk Level: Medium,2026-07-26 00:41:45
102,0.6,18,3,Suspicious Leaning,1.0,50.77,Medium,0,-81.5107,8.4276,-2.102,Score increased by 3.48 points due to 'Communication Gestures' (confidence: 0.78) with 8x repetition bonus and temporal duration weight x1.2 → Risk Level: Medium,2026-07-26 00:41:45
103,0.6,18,3,Communication Gestures,0.78,50.77,Medium,0,-81.5107,8.4276,-2.102,Score increased by 3.48 points due to 'Communication Gestures' (confidence: 0.78) with 8x repetition bonus and temporal duration weight x1.2 → Risk Level: Medium,2026-07-26 00:41:45
104,0.633,19,1,Head Turning,1.0,97.64,Critical,0,-169.9128,171.6182,50.3684,Score increased by 0.89 points due to 'Suspicious Leaning' (confidence: 0.59) with 6x repetition bonus and temporal duration weight x1.0 → Risk Level: Critical,2026-07-26 00:41:45
105,0.633,19,1,Body Rotation,1.0,97.64,Critical,0,-169.9128,171.6182,50.3684,Score increased by 0.89 points due to 'Suspicious Leaning' (confidence: 0.59) with 6x repetition bonus and temporal duration weight x1.0 → Risk Level: Critical,2026-07-26 00:41:45
106,0.633,19,1,Suspicious Leaning,0.5941,97.64,Critical,0,-169.9128,171.6182,50.3684,Score increased by 0.89 points due to 'Suspicious Leaning' (confidence: 0.59) with 6x repetition bonus and temporal duration weight x1.0 → Risk Level: Critical,2026-07-26 00:41:45
107,0.633,19,7,Head Turning,1.0,14.09,Safe,0,174.5473,-178.729,158.2298,Score increased by 1.80 points due to 'Communication Gestures' (confidence: 0.78) with 3x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
108,0.633,19,7,Body Rotation,1.0,14.09,Safe,0,174.5473,-178.729,158.2298,Score increased by 1.80 points due to 'Communication Gestures' (confidence: 0.78) with 3x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
109,0.633,19,7,Hand Movement,1.0,14.09,Safe,0,174.5473,-178.729,158.2298,Score increased by 1.80 points due to 'Communication Gestures' (confidence: 0.78) with 3x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
110,0.633,19,7,Communication Gestures,0.78,14.09,Safe,0,174.5473,-178.729,158.2298,Score increased by 1.80 points due to 'Communication Gestures' (confidence: 0.78) with 3x repetition bonus and temporal duration weight x1.2 → Risk Level: Safe,2026-07-26 00:41:45
111,0.667,20,1,Body Rotation,0.6033,100.0,Critical,0,-24.1307,2.0848,14.9391,Score decreased by 0.00 points due to 'Communication Gestures' (confidence: 0.78) with 14x repetition bonus and temporal duration weight x1.2 → Risk Level: Critical,2026-07-26 00:41:45
